Sequence_Index	Protein_Name_First	Sequence_Length	Sequence_Hash	Protein_Count	Duplicate_Proteins
343	SO0347	302	92A7EA3C119340F63B68D716BC9C56FA0ADDF8EA	1	
344	SO0348	300	684C0F6802631B332F38C309671A61BFBF5C2DDA	1	
345	SO0349	508	6F63B7E3438029172CC6A87979938064C54C3EB7	1	
346	SO0350	371	0273BF8F486171E6499C62DD525051C7E55F1E60	1	
347	SO0351	198	AC0FCCA95E02149EA2792DED2B4C22E55B6A6483	1	
348	SO0352	359	117863BADB193D1F84AF78390294B704EBE0A5EE	1	
349	SO0353	232	09CED875821B41027277A6001BFF61C56B68F97E	1	
350	SO0354	316	796C1B1F3236B0250ABCBC40836FD4EF82402001	1	
351	SO0355	554	C0075E3C02C2771A7647B236AEE0C97F1DCE66CC	1	
352	SO0357	617	AC60CCEC06D78EEB1AD14A5EA43B4BAD9079CC8D	1	
353	SO0358	127	9713D1542484B7A7DD09E1FF7639437A7A9DF786	1	
354	SO0359	701	5FD7223B4A012F124FF8FF2B17A23208600FF02A	1	
355	SO0360	92	FDCE02C9D8E5A51287FB6E47745BEC4FCB31640E	1	
356	SO0361	207	01EADB62C9C6222A9C670A0F606C02BE855830DF	1	
357	SO0362	516	CE2D4FCCB5F3331E48B38B47225EE86A602447D7	1	
358	SO0363	293	7021A6D335B5C31ADCAB74DE3159BE68EFD19AF8	1	
359	SO0364	346	0F85C71FF0681E8F8F7FF152169D3FD25DEFCA0B	1	
360	SO0365	474	8225356C613EB2968B1688FC6E7DB3EC45E0806C	1	
361	SO0366	272	B63F3EA960DA0A167166D29EA5017AB3995716AA	1	
362	SO0367	371	44F8ABA45D2D6D16AA5FE8EAEEB87F4C27E38B6B	1	
363	SO0368	982	774655CAD93B8EE4A88A8B430B12F15C3EC179DC	1	
364	SO0369	295	EEFAB0D018255486103972D8D19F6030101FFA3D	1	
365	SO0370	163	735902BD95B31E05AF687ADBD2677953E5619367	1	
366	SO0371	153	08B9B18BEAC963765D0B23E807C5D17141C9C6D7	1	
367	SO0372	234	BF5CE721461FBD70111E0DC2E10F870FB0BFD20A	1	
368	SO0373	270	2B38D683D3ECD96C75577576FC8C1AC9B077B93B	1	
369	SO0376	118	23909B3114A719CB5659F6DEFCFC858BAC077AE6	1	
370	SO0377	97	0AD8938BCF51B8AF0598C664ABB8EBDB875C37CD	1	
371	SO0379	237	39BE0B6D6F9E1B692D54452365AB5D62CB9A3D4D	1	
372	SO0380	1033	9267D170A6D14AE3B170EC1C76AC857F7DAB8FE6	1	
373	SO0381	332	3D0A33BB3475CABC6A4C787B2BD9CEDD302AEB8C	1	
374	SO0382	439	06D018FC6F629B842AC0A342C7373B9518AB13A7	1	
375	SO0383	585	CD824DB485F5BA5EAE21952B615EB5B1EB942D0F	1	
376	SO0384	216	D06A6AEA327CF4A0FFF4D46E84BA3C951537F932	1	
377	SO0385	30	6B7AE2502ED91026D992D314BF434D624B42E054	1	
378	SO0386	82	333E1A28D7C0EFCAA34C4B21CBC0D3C6AAC3F6B9	1	
379	SO0387	274	2E7566BC949680B89E79260EFD1FDB3BBB378852	1	
380	SO0388	429	9CC69078C62A2DEC21103B36609497404DBE8D20	1	
381	SO0389	203	AD516CF4D8C8269A5E6EC4A0C957E2398087B60F	1	
382	SO0390	99	7A8FCFD5047EE754C4EF6E19637225DDD3F0E7F6	1	
383	SO0391	200	4FB574F4286659E565481B464EC7CCD2529374BC	1	
384	SO0392	200	295C1B9CF712C554BD447011717F90F5EE0AB5EF	1	
385	SO0393	101	FAE02DB263CE49FEB95EE8A0CF815EBCA83B1ED9	1	
386	SO0394	322	499749C891EB083220066E6EEC37D52C51ECCAC0	1	
387	SO0395	293	E93D44178FFEF5A996C051B87B562F11BBAA1EC1	1	
388	SO0396	241	0FBC3F971C0FB4962B5CA0E9FDF349404D148AE3	1	
389	SO0397	223	9523050C9CD1474D0BE4969360756F6C23F17D9A	1	
390	SO0398	668	0B2C469FAA5DB3F6E861644835B6C3D9C788824A	1	
391	SO0399	243	F51E0705EF98243EE776D45505ACCABA707F98BF	1	
392	SO0400	94	3C77DB8B13CD6D2B177E931F63A704D9A3F6D403	1	
393	SO0401	337	6CC97256CB76529051F18FE4539D357279DFE512	1	
394	SO0402	309	476857CFFDEE3DB9ECDDAC23E2DBDF8A1B1450F5	1	
395	SO0403	289	33D55E257BDE1E4B71EBA2FDB1F271BA279C8353	1	
396	SO0404	1152	32313D08FC487F15BCB4D288B29D0BBAC975B0DC	1	
397	SO0405	421	A876259D27A1BDE48549E5E910EE073C8EF80F04	1	
398	SO0406	108	C4C243507F569E29186FB052029B00CC209F93B6	1	
399	SO0407	439	EB588A1F961C5D6367916DA86A0F3943BA4B14F1	1	
400	SO0408	306	9CA8CB246C4C8A97E3C147E678F84D79A3BA92A2	1	
401	SO0409	178	99537E3BE3AA9D0781E7AF4B016C399D2756FDA3	1	
402	SO0410	130	F5AF015DADAD5103F9CACCA2CF0DBA74CFB67E1F	1	
403	SO0411	69	18ACDB044D3040C9BEAA5A8045D9C57FAD55389C	1	
404	SO0412	244	45BF60EB9179AB5C1E8F0C67DC76525D1407AC23	1	
405	SO0413	205	5AAE3DE19D555614E219A6F8C046F577C3B7C7A9	1	
406	SO0414	308	565069B92BF056965B795B0B73A5D03616DDD733	1	
407	SO0415	423	04C973FD2A40D2403C7451A51719A1FB5F395793	1	
408	SO0416	569	C54FF917F9C757C47BD78380AFE95AD3BC91635E	1	
409	SO0417	138	A8C7014AD8951951D8821C33CBD1F65D426689D0	1	
410	SO0418	32	44ABB7F462F9DE2E221B531479F2B39C650C7391	1	
411	SO0420	30	21C163C4296E951B34D76E5A733A063270AB0E8E	1	
412	SO0421	181	D756C984B2AC53F1D47F517AC76EA6721DE2FDD2	1	
413	SO0422	283	E6F799EED6232248028027BDCB8ED0263D8572C0	1	
414	SO0423	250	D95B43A094A3330F0C373D454748F26322ADC65A	1	
415	SO0424	888	2198E8CD2B9002F85AE27A94E12585860EA62C67	1	
416	SO0425	677	BD1FA1408B6DEED0508DDC42D1F49377952E6D33	1	
417	SO0426	475	A5E178B073292DA87D3F9B85603B154E81C72802	1	
418	SO0427	1491	2D64068E126AB7EF7225F685635AC6DF44285C09	1	
419	SO0428	736	2FC4457BA91D58B45139D8E46858C1406771EE0F	1	
420	SO0429	680	AA6376D45951A9DD70A8BC4B5B2A579DDD1A8501	1	
421	SO0430	108	7CEEEC7C0E3F7D88A9F8A49D5033E5BCACEF1FE7	1	
422	SO0431	217	EEF743C758ACDA8A9E08C8F2057C231D7BB432FD	1	
423	SO0432	865	04850B5CBA616B9956BFBCA4B21EE4EE0C8A18B7	1	
424	SO0433	161	A83148747E21F3F9655ADFD2A3DB4927D58E3E61	1	
425	SO0434	47	8917432305C69518F24F31FB825FAFF9C5643C5B	1	
426	SO0435	354	E0F115C9C6CF9366CEFF494EBAB2E8E1AB6B75EC	1	
427	SO0436	41	D124FFE30FC06535692B6B1B336E5F576AFFCFDD	1	
428	SO0437	856	57062B3A9C730C4AE2BB7E22B422D3B0BC5568DE	1	
429	SO0438	267	44AFA709A9B08223D6AB63F4249E536C478C93F6	1	
430	SO0439	91	307695A27362934E7BF6053CBBBBD275F69F1374	1	
431	SO0440	1073	390B3578128C1D2DB849143B40C185D847BF7511	1	
432	SO0441	432	0F9F8613F18ACED71D8B0EFB80B1907BCC4C0FDC	1	
433	SO0442	543	0C0520FCA617B10BEF91B2F593527C85CD6B607C	1	
434	SO0443	163	70D63A00FAFE76ABA7D0CAAF27F32BC06A0B2790	1	
435	SO0444	491	9F15D070674D4501A10785994220F912FC5232CD	1	
436	SO0445	296	EE522DEDDA94D17673530A67C84655BCDBCFE808	1	
437	SO0446	31	8B93495E19773F42BEDF5D7256721B5B0F90BFCC	1	
438	SO0447	84	509C2DFF453B128F2B039B5CD1F77FFEC67509E1	1	
439	SO0448	96	C18F2D92AF421DF954F84D1E54B9BBF20C8EDA67	1	
440	SO0449	539	1E6CF86BE9D601917982E43271160753ACF57F96	1	
441	SO0450	387	E352F84ADC28F74E9E05341B7C4C1F718821CD45	1	
442	SO0451	50	AF7F0A273820A243AA728617C874E7E6A32DFB74	1	
443	SO0452	140	28ED0A400481AE7D4A3791F732200051C60D9CC9	1	
444	SO0453	111	474FF457A8F373EE619F348D7C959873374FCDD2	1	
445	SO0454	140	02D6B6A669DAD7ADC2F5006D9061991BCF99CE4D	1	
446	SO0455	677	6FF3948C930805B7888692E89076EA8CC4BF1FB9	1	
447	SO0456	318	AC9012E33A120FFE1C84AE8B14141BE2F4887560	1	
448	SO0457	30	BB29C3D94BA82EBDB8A511ED5139133766072C96	1	
449	SO0458	40	5D0C1CC89CCDA2D9F9DFC5349328BDD0A5F18353	1	
450	SO0459	493	7A85EF4FA77D086DB876316C7FCFFB551F4BF8B5	1	
451	SO0460	30	FD22B3AB9D882463790CBE2E9D535A530090A7E5	1	
452	SO0461	120	CB5E09963012BCAF0E3E7372A6FE1B42D759B022	1	
453	SO0462	141	1430DDD98657CAE62F3F75956B68878CC406C83F	1	
454	SO0463	292	D1C1C3584525B5E5D1A0638DF3A1A480A68EB64E	1	
455	SO0464	135	E1BD044D852A5A53F4B3AE7E72B38F073E4EB278	1	
456	SO0465	44	FF61C39C1B9306D82152D7D614AFE0537158C5C0	1	
457	SO0466	176	24341CDF0234E59CE0967D81027FC624D6964470	1	
458	SO0467	722	B728AF0FC04286CD0EE108A7220022CCE7492558	1	
459	SO0468	286	5FD8B20CD1DD5DE2180BE11E6BC34DBDDA5BF5A9	1	
460	SO0469	48	0105A9DE87DCF4004BC28B2B94C3D0081D01C70A	1	
461	SO0470	138	A6E068DE9BE64B5D578DB1438E8A600B3D32ADAD	1	
462	SO0471	359	A3DE445151A64C0C55C3B5672672EAD255A89513	1	
463	SO0472	373	8FA1E37F44B95C51B7771B43733BCE578A42D71E	1	
464	SO0474	192	F345574DADD5DB224F134663DC066999CC6E704B	1	
465	SO0475	30	EDAA3E16C5A2121A0737D7564188FC79912B621B	1	
466	SO0476	194	7B195424279DBC9099FE5F3C072943D1F5AC7306	1	
467	SO0477	149	5E775E0E2AF529EABB201F94001AE89FA50DC10F	1	
468	SO0478	685	3A32FCC28D3BB86593005ABC6F7D6DF9168B2AC9	1	
469	SO0479	709	7514DB7B752971C416FF3E170BC5B42A666653CB	1	
470	SO0480	146	188A242C5B009767934B091EF234E69DFD03CA89	1	
471	SO0481	259	E9FD0EA2B04912806C059BBFE29064ECC12ED18F	1	
472	SO0482	224	5DA76651906D4EBF2841FCCFCD5F6D29280026C4	1	
473	SO0483	235	33C9F4FA6191B16A797A7AD21544916D2C64927C	1	
474	SO0484	311	94096EC40ECFEEA4250A0AE910020B18D956F878	1	
475	SO0485	163	F7F124F3FED21966C7EF847B9BDD804F50A48EA5	1	
476	SO0486	424	BD0B435FD41E69463A7672D733FD09158AF0ABCD	1	
477	SO0487	332	DD15EDCAD43AB91394059FCD1036FDA2D3EC92E3	1	
478	SO0488	279	D4B311133B5EC255A3D8C2047836CE4155690808	1	
479	SO0489	33	20FC3EBDC8926348565F049CAD39A9C68752D8FC	1	
480	SO0490	427	E7A838B3B225966815016C7015D2085DA7B2E0A7	1	
481	SO0491	711	5A9C6BE487B5FA89A7F464EDDA26A53B8334CC86	1	
482	SO0492	209	A374172053EE8CCBF7C318B5D0256D8BB1351597	1	
483	SO0493	43	E3D6DADFCAD1BB3388B2C321873D26CF4327B2FF	1	
484	SO0496	307	399088A95C92BBC3E383A67920301A9A9195590C	1	
485	SO0497	653	4B571CC51EC9DB84128800C3F9CB8E2EA92D27EA	1	
486	SO0498	32	6EB041CAC5D525B0CE10AD6C8375CB0A02DC2E60	1	
487	SO0499	186	F742ABC7C4B5CBDD3D24EA3F8C3EB3A7EFE703F1	1	
488	SO0500	543	6BB48C6E13A48196BD84AD651AE77F7638F0EE39	1	
489	SO0501	218	FCA2E6F4015343992EAEB1B5E21246137541535E	1	
490	SO0502	111	6FC4055984440FA44845C0DB0ED04AD5796CEBCE	1	
491	SO0503	358	3E29EECA2BC6C1D5F6E04CEA34913D7D5EB07C9C	1	
492	SO0504	232	6F9092D26B2BA328AA914BDB49EC42697C2A3416	1	
493	SO0505	247	2C09432C5FFEF447D5C832C426DA4B556AF3BDED	1	
494	SO0506	488	E510759CCE67D16B6A35CE78B577366F66F4C33A	1	
495	SO0507	33	DAEB9DEAE6BE45242C10185EE8F2393CC486310D	1	
496	SO0508	262	F200BE0CC2902F27CDB064B353491DC52FE4818D	1	
497	SO0509	31	1F8984764D95D6E79D5DEA5D13DC2D43C40833BF	1	
498	SO0510	225	B5E69B6295AFE529B8270B57D3EAB56F05796702	1	
499	SO0511	152	426990CAF742B15C81F7D305725CBB374AA55C7B	1	
500	SO0512	146	5B8A1142AD2F43958C8F64D56E99FD3A9745BADE	1	
501	SO0513	137	0A542792891108CD0CDAA34751CE1A5A33599BC3	1	
502	SO0514	135	191B756D85593B46AAFB4F6A4492447D98E9D717	1	
503	SO0515	67	887CCA314CDF2ACEDBBC8A839F7636E22F8831AC	1	
504	SO0516	160	6B5BB678FE109C188C445C6D47F965ADE73A70A7	1	
505	SO0517	32	04E7377C9A1A55A980CD231A4B4204B274FA39FB	1	
506	SO0518	452	979FC0206B750B8C3052C4E7B279DD74ADC051A7	1	
507	SO0519	433	7E6AA3B2FF2E5F055B0988B0C4A3B1BA487E8629	1	
508	SO0520	1075	AB439B94563157BFFDA1B1CDF386393531154DAF	1	
509	SO0521	107	6390EBC1F1FF0343830F410C3BD04FD66EEE9BE5	1	
510	SO0522	136	ECF1543BF991A34D99BD860997B19FA6AF818682	1	
511	SO0523	310	EA87D420FB07AFE7FCD2CEEDA316285613BF7ACD	1	
512	SO0524	301	671BD1903EDCA076D9F73CB71ED5C26259EF08A4	1	
513	SO0525	539	FD8CBFB6C397DD73B3DF8285B7157A5B858AE819	1	
514	SO0526	157	6791736DA4804525251256FA9BFECEBAA22A1D53	1	
515	SO0527	108	22D9A6A76CEA0F35ED164DBAE196FF1C45596CBD	1	
516	SO0528	295	8BD0F2EB2F558742D23DDD23148A2AE7056ED89E	1	
517	SO0529	294	F1CF2BAE20A5AFB9DB6DD8651725957A010C0680	1	
518	SO0530	203	C019B5C6EE1871315B366E737631AF657E482947	1	
519	SO0531	31	A33491B811B64EADC639CD383E979520DDA62E46	1	
520	SO0532	114	8952166C65C1DE3B4F3FAF349E2B349F71A681D2	1	
521	SO0533	171	DA583F4EC236879094A23051AEBA008447565DEE	1	
522	SO0534	339	FE50D3FE8B25E40314324684A2C446C40C1AF476	1	
523	SO0535	331	5D509EFBEE2D2DF55049C518EE9EEFE189948196	1	
524	SO0536	78	A46C17A1E274164A2519C06C3AE2EDE57E0210D5	1	
525	SO0537	33	80112E3924CB0CD0C5602BCC1D6A7394F7AB456A	1	
526	SO0538	337	74BE65AEE397964EC54BDA9CC40CB71A44C98A10	1	
527	SO0539	420	D880286E03A7DF1CC8291A97F8921CB1105E18DF	1	
528	SO0540	267	77C26FD57A6A6244A6D7CE76BBB1B95DC14174E8	1	
529	SO0541	478	5EC17111756CC8379378FD8DBD42785E6DDD2C35	1	
530	SO0542	451	C5EDD3328E24AFCD00F3045510D95F4A4215ECC4	1	
531	SO0543	58	CF62A9465231217599F1E1B10B16D63633EB64AA	1	
532	SO0544	717	58ECCBB47D7DF43425D611176D3217D7407F8136	1	
533	SO0545	575	9F9A2554811BBE3BEB80DBF1A94EBECDCA78CFFA	1	
534	SO0546	301	EF86D2C0BF2195F9C9F87E284C32C3B0BEFD4CBA	1	
535	SO0547	230	0671F0DEB6FF8C6A4BA9248A8AEDC3543366498A	1	
536	SO0548	90	4DA306EB160CCDD439B9C3C205A6AD08F9DF9787	1	
537	SO0549	267	DF23297E67D072BEF9A510B21DF1EDFA6CB39351	1	
538	SO0550	139	E1CE12992471AB7658EC6D808BF29D75F3FA6411	1	
539	SO0551	169	20DE1EC8593757AAD9626D912475399C322FA1B4	1	
540	SO0552	104	3EBA009FE9F6C61FE8F005ED626C2DADF4230D80	1	
541	SO0553	118	D411EDDB15315F505BD52A52208C20DA92B5B659	1	
542	SO0554	174	8AC46A2AB9A831DADD78DB40CA2371ECA985CB0C	1	
543	SO0555	584	CF2B0DAD8477C30FFF2C8B7144ADCFD1D55D6531	1	
544	SO0556	102	AAD9949BACA077EF6170D2B446872830696C9392	1	
545	SO0557	298	FBE6BE420A845451F7C1020156D721EDEF67AD2B	1	
546	SO0558	260	3755A2643814D3B084067C50655A8EE4228E15AD	1	
547	SO0559	276	B9BDB424A638748253CF44DBDC69880F3D3684C3	1	
548	SO0560	570	211C23AB513633D5BDF9AB0AE1A67AF28C2D954E	1	
549	SO0562	109	F7C3A418928BC8497C6BC8BEF63633CC062A4855	1	
550	SO0563	61	4C723AA55E2357871FC4E5E8041A2002123CC237	1	
551	SO0564	329	5999D1286F61CB09D39C07ED9EAF86F428ABA05E	1	
552	SO0565	293	F4F312E6F1DA64D4BBB1AA0A77499C7B38370D68	1	
553	SO0566	259	A10C70C3BE3606062B6E2B2A09174051A638EDBF	1	
554	SO0567	247	6DA32BAEFC4A6473D6603B6EAF61EE71521811FD	1	
555	SO0568	134	2DBCA536C8C018D7FA8B339AF2858202D679949F	1	
556	SO0569	324	E3279FB88562E61FFF8F85412D488D9204592524	1	
557	SO0570	331	DC04485A3BB0E210DCE9428BD02C87EDD92DE004	1	
558	SO0571	52	6F29CA16A7F4CAC4C22282DF12FA753A7332530E	1	
559	SO0572	268	98D6BBB9B571394458105D9A7DA080BA5C8F0217	1	
560	SO0573	298	956C7573EED1E175FD08173519A96A9C5D462C69	1	
561	SO0574	33	AB3E97B4F6E707A6748DAF01134C20950155C1D3	1	
562	SO0575	968	0674A59B7286F2CF7E2C073CD03C8B155B8B5776	1	
563	SO0576	464	A88E0D5627B586F3A21F5CAA817B4CE190482532	1	
564	SO0577	1188	ED75C814708CB8A89C725AA2A541FFFD404A5547	1	
565	SO0578	800	814941015D29E29006235F393D31E6030AB822C5	1	
566	SO0579	602	02F9D0CE4E73405580FED484DFE873C8B7D05B6A	1	
567	SO0580	34	5358FC4E66171AC305D59DD2772D083636D4CA81	1	
568	SO0581	112	4413D2EF0DD444A66B214F2515787B33DB2338B2	1	
569	SO0582	218	1C5B8041FFA404BB1C3E607754FF82A49EFAE3F0	1	
570	SO0583	63	98B5643A68BF84CFF69E41CE329AEBD8659CB7DD	1	
571	SO0584	524	B56AB650543FB15C9A3C760EBDA73A7E7C563F4F	1	
572	SO0585	311	424760B811F8B449DA10213D6EC052D46C6DF45A	1	
573	SO0586	111	82EABD004B05F9C9F6C6A630A058445284032D03	1	
574	SO0587	240	6B96B129B4EE75EB8D95DB669B89CD103CE8D200	1	
575	SO0588	1067	7AEBCFA4F4CD3B36FBBD6ABA1F0FFD7D0BE3B972	1	
576	SO0591	354	11FE7124927BDFE1604108F5D3E278DA451E5807	1	
577	SO0592	181	6CA495E1255E2EEEFFA6E834B75EBF97FA550F81	1	
578	SO0593	30	58A402FEA6C535661B467C77F7371E304212A69D	1	
579	SO0594	33	9B8A89BF0281FB2F7752108D66AA504711CD6C88	1	
580	SO0595	183	53D845E2B31EEFDE1152EBF50BABE84C08B520A4	1	
581	SO0597	67	F434A446BBC94F490D7FD822D59F5937DBDAA918	1	
582	SO0598	499	4854866FE1B2C2D7BB0624B0973F38A50ADE1691	1	
583	SO0599	152	6BF6AF14C8F7204B62C4F60996946A839C90700A	1	
584	SO0600	463	FC81FF9C407324F5AF2419534DA015CE447F0228	1	
585	SO0601	631	D620183756A1F48A5EEBD5764917B6A733A25A2E	1	
586	SO0602	308	5FD27C370350FC30D3A87DE27747D7E664ACA2DC	1	
587	SO0603	90	D55E83EA06633DC1960AF75B14AFB01BBB0F723D	1	
588	SO0604	435	3C7B5917C95ADF8F287B11EE9F6F1CB8ACBEFB67	1	
589	SO0605	381	B9273D21D7D022C284CA8CA2FF27AD5016294D30	1	
590	SO0606	297	6DB5EE17E71FF230865D57AC07A319DDC0B56427	1	
591	SO0607	34	B12A8143C70AA4173C188729D943BF55D7ACE14A	1	
592	SO0608	196	2CBC30131E9F20425642FFFDCA13A324CD831475	1	
593	SO0609	404	7204731478712BEE8C9D0CDB544F51821E833B23	1	
594	SO0610	231	FA4B66D5FB2DF9F5881444FC5AC0F043B96482D3	1	
595	SO0611	209	8E10415D1E0DF3DAA154BDDA3A9170DD2815AAB5	1	
596	SO0612	145	FB2060983382F736D83A4A5948C1C9A1A8062270	1	
597	SO0613	191	A3EAD95F4937722CC321C3F24E817BBFF4E2826D	1	
598	SO0614	826	5896DBA660C9C5EC7BAAAA4F9BD5AD60B5866098	1	
599	SO0615	381	1FA79F3016626241BC62A091C01CE152BE345B66	1	
600	SO0616	303	6A2B2A0AC2058DBB7E5A36C6A1081EF63D26331B	1	
601	SO0617	405	45AF21235471C47005DB2190BE6D701F4E230723	1	
602	SO0618	339	127704CB44252441088A183D81A79C572164FA71	1	
603	SO0619	487	E6786BCAF116F64126523BCEBB8B56BB45D737A1	1	
604	SO0620	267	4B818D30BFCC56C57C9A2D6EC638B6AF58E2E751	1	
605	SO0621	442	CF61AD68462F30BC0B419B25A6BB9328FD70E04E	1	
606	SO0622	224	0410A1D47DF77FF65048CC0166053BF7E0E3F302	1	
607	SO0623	115	DBDB6C07F34FACE85589CEF2678A31E9DE57F85D	1	
608	SO0624	211	36E2E2BD54AF0CC51B60E64EB30FE974119325B6	1	
609	SO0625	259	2D5ABF998C5E3DCDBD0B6F3FAA0EAA2C9E87F02E	1	
610	SO0626	38	334E4149F0EE8D855D843309B99D30D7B02A4CC9	1	
611	SO0627	185	73BC9A92AA60BEAB73CF918C8A1F1C6D16BECC33	1	
612	SO0628	728	AA626FFC3DD3B0B435CFA7754A1603D02B2CDD06	1	
613	SO0629	32	F74C1DEF7DB79329AFBC44A141E70E858CC504F9	1	
614	SO0630	668	27421D8E52D88857D98D8E24D265A9FDAA04AF65	1	
615	SO0631	50	F814F763E71DCBFA4DD9353A4BB5CB41308D0687	1	
616	SO0632	835	AAD3CFE9C1E46D57C8706684F9D0690F102464AA	1	
617	SO0633	768	029BB573A035DC4A27AEBDE1EC04EB133675DDA9	1	
618	SO0634	41	D7AFEE9BD95990BB17BB99C0688E9255658E23ED	1	
619	SO0635	92	392BF9C78C9BF7F8884647E7385F46F736CA5CDF	1	
620	SO0636	164	6B97275FF6FF7C7EC70B796939D103BD216FEF67	1	
621	SO0637	91	FC665610D1B5830669F63367F419E69BC5BB53CB	1	
622	SO0638	66	3E6526277CA2857BE6988E83581A7E26C653FC79	1	
623	SO0639	1037	3B1F3126034A762B087411939AD3B733DCBA892E	1	
624	SO0640	332	902E86F41D88C32CD485F624242AD09992257935	1	
625	SO0641	240	974BB466C441388C992C5BCEFDC9CB26E72A9FB1	1	
626	SO0642	43	7E12A786A2286672A0157DA7FCF6EFEFD277FB2C	1	
627	SO0643	715	55C44E262013194B3EA47B61056170BF5AF1873B	1	
628	SO0644	239	B93A15BEADFAC7B352FF647743BE9A7BA4D5E0E9	1	
629	SO0645	181	B5B245B4C22A40A8F7141C8998E093CA9BDC197A	1	
630	SO0646	164	57E7EDF340E6C5EC7732B15F287EBF7798A6802C	1	
631	SO0647	71	A00E36D4CE9530229DD7F14A77342B8AE58226D4	1	
632	SO0648	208	0B3291AE2F3438B0F0FB2ACF0649B3FDC9CC7724	1	
633	SO0649	90	A7F8854EBD6E96ED7CE69B3B1FF1F399D09A5272	1	
634	SO0650	76	AC338BB47D20F1C3CBDDE9C96765C09C51EA2543	1	
635	SO0651	201	956621A4A3E8A48182F1575CDC7F44E020513481	1	
636	SO0652	151	DDCAC1C2F35A3B4E547DF8DC5CC47901B0EF4FC6	1	
637	SO0653	266	012BECDB52F4F0D0B16B226C4BA9FC7C01B1C38D	1	
638	SO0654	185	2510D0E6524C04F7CAD2AABCB4F6E016C5D47480	1	
639	SO0655	142	2F60C845042BB5606266A3C2BA50B7321264FA67	1	
640	SO0655a	124	EEABE2B237815B6F7E92230780F398CD6CE70CDD	2	SO0658a
641	SO0658	127	7D67303CC60386714AB3D6427C1BFE26C93FD896	1	
642	SO0659	185	556532AEA2DEEC998A7E96CEDB1264F1733F8584	1	
643	SO0660	201	3CFC00782ED78AC5FDE2A6057260946BFE8AF75D	1	
644	SO0661	70	29D18779750197E91F7F9CA6A59187CA2D052710	1	
645	SO0662	115	535AA5D097735C8C811758E0A2CCB040A8FF29E3	1	
646	SO0663	98	B7F36CB41CF17BC723AE6E24DB4C810C845DF4A0	1	
647	SO0664	90	626D3B3AAAD05B406A6D08ABC28C6914C247E11C	1	
648	SO0665	188	F5216AE891A4042430C26ED41FD287931F50F808	1	
649	SO0666	546	1B579643000B8601C73935D8BC11A71987695EA6	1	
650	SO0667	533	A489E145ACFA8ACF15144BD005FE6E085382547D	1	
651	SO0668	445	4B074B5FCEE33E4C2EAFADEB832B177092EF8A64	1	
652	SO0669	150	E08176BBF2C2CD4D0AE3910C38AC7CBD88EC8462	1	
653	SO0670	297	4F310B728420534EF694545FE3459D92CA2AE419	1	
654	SO0671	78	C3BFADF376D9E13B6DE2A4C4D679EEE4921F695C	1	
655	SO0672	204	B7D1D1EAD39FCFF20407EC86C9A2B978D2BAD24D	1	
656	SO0673	417	109B51F6F2A417D413820CD974EF8D8E5BAD1223	1	
657	SO0674	389	7F34D1DC7BA9987DD1A6A89FE43F88C801A4D1FD	1	
658	SO0675	306	0011042330A644690134DBCA99C49ADB3D267937	1	
659	SO0676	148	74C4B43A4F3939E154D9B5DF96CF999045AF2587	1	
660	SO0677	146	A4DD8A293CBDE868101DA4ED26CCF139157350CE	1	
661	SO0678	147	B00F48B7020354009817FEC1AB7FD34C68C6E15B	1	
662	SO0679	248	CF4E1D1D06B2B314AF1D5CB388FAF5A952A10E95	1	
663	SO0680	1308	3BC2976E14E696657455B8E37379507ACECBA060	1	
664	SO0681	121	BE502E1AEC842A1DA42D745CD77AC900E5A319CE	1	
665	SO0682	831	4A0735A67A69818EEE22D34C161CB996F5F6AFC6	1	
666	SO0683	159	B8C697B6082DC152A48F7746B302F8C19B764CE8	1	
667	SO0686	154	3452876B2E9A2F6B3C161147E58458817A1B3D6B	1	
668	SO0687	100	BF0F3BA3A57D6BB45BB616183F05DF4C938A6CE1	1	
669	SO0688	599	64142FA625071B49A3294DED01686F0DD8CBB9D7	1	
670	SO0689	73	8FDBCF2A27AFB22AF571300A5BD9A60D3A321023	1	
671	SO0690	253	1D4CEF27702FB5F6C69A535C7C0B3B502D564316	1	
672	SO0691	134	6FCD0C086B3C461CE10494FB1D86FDD670DB1363	1	
673	SO0692	55	C344C5888A40AD0728AED8A6954DC59F7340AADA	1	
674	SO0693	343	40D17F29D37BFFC37BC7C09E3757A58ABC6B88E1	1	
675	SO0694	381	ED0FDC1C93E75F9EE2B50BBF2B154ABB9D58DFF5	1	
676	SO0695	547	5295989D6B12404FEC07B0F8CFD3EDDEEAE7D513	1	
677	SO0696	610	9B38EE7AE33F5070CEA94193ADE8DE1636E38959	1	
678	SO0697	107	434835564D3943A64E16695F5DAEBCD13ABAC1A0	1	
679	SO0698	187	FD3D22C1D0680454A60B6174D6AB3DACB7E117B0	1	
680	SO0699	122	83DAC17D71A37FC38FFE384CC5E7D01F40F45037	1	
681	SO0700	54	63C6F5E0E8BB6C5D8144939D7524B7A5BB2EE047	1	
682	SO0701	329	764A5F77B22920E155E08A1039AC6B370DCCD252	1	
683	SO0702	452	EF75695E9377022B44B5429638CB03FF1F51E576	1	
684	SO0703	96	E708654ACBA5BF3FFA43F5B6ADC806AF538870EF	1	
685	SO0704	545	9BBE066C380FC44C2E64EB97B40C58F28F35396B	1	
